id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13345377,JH123402,2024-01-22T00:05:00.000,020XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1431,014,1,22,06,2024,2024-01-30T15:41:33.000,1159682,1913243,41.917656022,-87.688750258,"{'latitude': '41.917656022', 'longitude': '-87.688750258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24,22535,23,294,41,1,7,184,1
13344451,JH123430,2024-01-22T00:04:00.000,075XX S ESSEX AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,False,False,0421,004,7,43,15,2024,2024-01-30T15:41:33.000,1194171,1855530,41.758508148,-87.563938124,"{'latitude': '41.758508148', 'longitude': '-87.563938124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,245,37,24,19,225,5
13344870,JH123940,2024-01-22T00:01:00.000,011XX W VAN BUREN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1232,012,34,28,07,2024,2024-01-30T15:41:33.000,1168863,1898333,41.876547702,-87.655451911,"{'latitude': '41.876547702', 'longitude': '-87.655451911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,91,26,44,15,95,34
13346773,JH126194,2024-01-22T00:01:00.000,028XX E 80TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0422,004,7,46,07,2024,2024-01-30T15:41:33.000,1196676,1852477,41.750068649,-87.55485894,"{'latitude': '41.750068649', 'longitude': '-87.55485894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,244,37,25,19,234,5
13344485,JH123407,2024-01-22T00:01:00.000,028XX W FULLERTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,1414,014,1,22,15,2024,2024-01-30T15:41:33.000,1156835,1915822,41.92479124,-87.699140183,"{'latitude': '41.92479124', 'longitude': '-87.699140183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,322,41,1,7,182,1
13346816,JH126294,2024-01-22T00:01:00.000,019XX W NELSON ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,1931,019,32,5,11,2024,2024-01-30T15:41:33.000,1162842,1920264,41.936856326,-87.676942852,"{'latitude': '41.936856326', 'longitude': '-87.676942852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,4449,46,649,40,22,5,172,32
13350916,JH128720,2024-01-22T00:01:00.000,006XX W 31ST ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,0915,009,11,60,17,2024,2024-01-30T15:41:33.000,1172354,1884344,41.838084432,-87.643047116,"{'latitude': '41.838084432', 'longitude': '-87.643047116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,21194,58,149,48,40,23,170,7
13351879,JH132030,2024-01-22T00:00:00.000,092XX S OAKLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2221,022,19,72,14,2024,2024-01-30T15:41:33.000,,,,,,,,,,,,,,
13346889,JH126360,2024-01-22T00:00:00.000,012XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,0132,001,3,33,11,2024,2024-01-29T15:41:16.000,1178107,1894643,41.866216769,-87.621623622,"{'latitude': '41.866216769', 'longitude': '-87.621623622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,34,374,9,35,22,148,8
13344666,JH123658,2024-01-22T00:00:00.000,072XX S EVANS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0323,003,6,69,08A,2024,2024-01-29T15:41:16.000,1182478,1857139,41.763202392,-87.606741678,"{'latitude': '41.763202392', 'longitude': '-87.606741678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,515,32,61,18,223,4
13349173,JH129112,2024-01-22T00:00:00.000,050XX W CRYSTAL ST,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),False,False,2533,025,37,25,10,2024,2024-01-29T15:41:16.000,1142604,1907853,41.903200359,-87.751630311,"{'latitude': '41.903200359', 'longitude': '-87.751630311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,600,45,5,6,195,37
13344489,JH123395,2024-01-21T23:50:00.000,008XX N CAMBRIDGE AVE,0820,THEFT,$500 AND UNDER,CHA APARTMENT,False,True,1823,018,27,8,06,2024,2024-01-29T15:41:16.000,1172516,1906180,41.898000404,-87.641807192,"{'latitude': '41.898000404', 'longitude': '-87.641807192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,617,46,54,14,51,27
13345209,JH123750,2024-01-21T23:48:00.000,012XX W MONTANA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False,1932,019,32,7,26,2024,2024-01-29T15:41:16.000,1167743,1916436,41.926247716,-87.659041728,"{'latitude': '41.926247716', 'longitude': '-87.659041728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,796,34,16,5,173,32
13344417,JH123385,2024-01-21T23:43:00.000,051XX S CARPENTER ST,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE - PORCH / HALLWAY,False,False,0934,009,20,61,26,2024,2024-01-29T15:41:16.000,1170185,1870746,41.800817717,-87.651402164,"{'latitude': '41.800817717', 'longitude': '-87.651402164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,791,4,37,23,127,20
13345483,JH123393,2024-01-21T23:39:00.000,079XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0621,006,6,71,08B,2024,2024-01-29T15:41:16.000,1173013,1852216,41.749907223,-87.6415776,"{'latitude': '41.749907223', 'longitude': '-87.6415776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,529,31,59,20,229,4
13344977,JH124035,2024-01-21T23:30:00.000,032XX W WABANSIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1421,014,26,23,07,2024,2024-01-29T15:41:16.000,1154669,1911122,41.911937732,-87.707225143,"{'latitude': '41.911937732', 'longitude': '-87.707225143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,390,49,1,7,171,26
13344836,JH123760,2024-01-21T23:30:00.000,025XX W 59TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0824,008,16,66,14,2024,2024-01-29T15:41:16.000,1160294,1865452,41.786499885,-87.687821681,"{'latitude': '41.786499885', 'longitude': '-87.687821681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,112,2,58,13,269,15
13345197,JH123406,2024-01-21T23:30:00.000,064XX N RIDGE BLVD,1020,ARSON,BY FIRE,HOSPITAL BUILDING / GROUNDS,False,False,2412,024,50,2,09,2024,2024-01-29T15:41:16.000,1162579,1942878,41.998915651,-87.67727301,"{'latitude': '41.998915651', 'longitude': '-87.67727301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,21853,10,320,27,9,11,41,40
13344470,JH123401,2024-01-21T23:30:00.000,099XX S YATES AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,0431,004,7,51,04B,2024,2024-01-29T15:41:16.000,1194134,1839467,41.714430786,-87.564599553,"{'latitude': '41.714430786', 'longitude': '-87.564599553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,48,252,37,25,19,249,5
13344420,JH123404,2024-01-21T23:30:00.000,087XX S HOUSTON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,False,False,0424,004,10,46,15,2024,2024-01-29T15:41:16.000,1198041,1847516,41.736421297,-87.550022573,"{'latitude': '41.736421297', 'longitude': '-87.550022573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,509,47,25,19,239,6
13344773,JH123862,2024-01-21T23:30:00.000,058XX S MOODY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0811,008,13,56,07,2024,2024-01-29T15:41:16.000,1136388,1865185,41.786226268,-87.775481352,"{'latitude': '41.786226268', 'longitude': '-87.775481352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22268,53,590,15,7,13,131,13
13345206,JH123390,2024-01-21T23:30:00.000,069XX N ASHLAND BLVD,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,2431,024,49,1,08A,2024,2024-01-29T15:41:16.000,1164516,1946316,42.008308654,-87.670049398,"{'latitude': '42.008308654', 'longitude': '-87.670049398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,49,5,9,11,39,49
13344508,JH123389,2024-01-21T23:28:00.000,006XX W 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0732,007,6,68,08B,2024,2024-01-29T15:41:16.000,1173055,1858468,41.767062556,-87.641239381,"{'latitude': '41.767062556', 'longitude': '-87.641239381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,66,479,32,11,17,214,4
13344423,JH123388,2024-01-21T23:28:00.000,046XX N MAGNOLIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1913,019,46,3,08B,2024,2024-01-29T15:41:16.000,1167076,1931003,41.966234586,-87.661072806,"{'latitude': '41.966234586', 'longitude': '-87.661072806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,22616,31,611,39,15,5,6,46
13345227,JH124204,2024-01-21T23:25:00.000,003XX E WACKER DR,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,0114,001,42,32,14,2024,2024-01-29T15:41:16.000,1178811,1902449,41.887620806,-87.618800643,"{'latitude': '41.887620806', 'longitude': '-87.618800643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
13344436,JH123382,2024-01-21T23:23:00.000,064XX S CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,0724,007,16,68,26,2024,2024-01-29T15:41:16.000,1170420,1862115,41.777128147,-87.650791627,"{'latitude': '41.777128147', 'longitude': '-87.650791627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21559,66,436,2,11,17,203,16
13344453,JH123423,2024-01-21T23:15:00.000,108XX S AVENUE H,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,0432,004,10,52,04B,2024,2024-01-29T15:41:16.000,1202853,1833628,41.698190043,-87.532866539,"{'latitude': '41.698190043', 'longitude': '-87.532866539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,552,47,25,19,247,6
13344640,JH123519,2024-01-21T23:15:00.000,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CHA PARKING LOT / GROUNDS,False,False,1713,017,33,14,14,2024,2024-01-29T15:41:16.000,1153007,1931688,41.968405527,-87.712783941,"{'latitude': '41.968405527', 'longitude': '-87.712783941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21849,14,118,20,20,1,1,33
13344503,JH123386,2024-01-21T23:13:00.000,002XX N COLUMBUS DR,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,HOTEL / MOTEL,False,False,0114,001,42,32,04B,2024,2024-01-29T15:41:16.000,1178301,1901977,41.886337253,-87.620687893,"{'latitude': '41.886337253', 'longitude': '-87.620687893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
13344533,JH123387,2024-01-21T23:10:00.000,001XX W RANDOLPH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOTEL / MOTEL,False,False,0122,001,42,32,08B,2024,2024-01-29T15:41:16.000,1174926,1901269,41.884470703,-87.633102775,"{'latitude': '41.884470703', 'longitude': '-87.633102775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14310,38,92,36,41,22,79,42
13344442,JH123373,2024-01-21T23:06:00.000,041XX W GRACE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1732,017,30,16,14,2024,2024-01-29T15:41:16.000,1148469,1924951,41.950007673,-87.729644579,"{'latitude': '41.950007673', 'longitude': '-87.729644579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,16,295,50,21,1,20,30
13344532,JH123488,2024-01-21T23:00:00.000,088XX S BURLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0424,004,10,46,14,2024,2024-01-29T15:41:16.000,1199204,1847007,41.734995437,-87.545778898,"{'latitude': '41.734995437', 'longitude': '-87.545778898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,21202,42,509,47,25,19,239,6
13345569,JH123922,2024-01-21T23:00:00.000,064XX S KENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0314,003,20,42,08B,2024,2024-01-29T15:41:16.000,1186176,1862597,41.778093113,-87.59301579,"{'latitude': '41.778093113', 'longitude': '-87.59301579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,27,4,60,18,273,20
13344540,JH123489,2024-01-21T23:00:00.000,077XX S WINCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,0611,006,17,71,07,2024,2024-01-29T15:41:16.000,1164701,1853335,41.753157266,-87.67200489,"{'latitude': '41.753157266', 'longitude': '-87.67200489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,21554,70,573,31,59,20,231,17
13345666,JH124958,2024-01-21T23:00:00.000,019XX W MELROSE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1922,019,32,5,05,2024,2024-01-29T15:41:16.000,1162807,1921592,41.94050117,-87.677034117,"{'latitude': '41.94050117', 'longitude': '-87.677034117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,4449,46,648,40,22,5,19,32
13344542,JH123500,2024-01-21T23:00:00.000,028XX W 36TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0911,009,12,58,07,2024,2024-01-29T15:41:16.000,1158001,1880310,41.827319113,-87.695824974,"{'latitude': '41.827319113', 'longitude': '-87.695824974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,22248,55,639,1,56,23,96,12
13344426,JH123374,2024-01-21T23:00:00.000,116XX W IRVING PARK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,1654,016,41,76,08A,2024,2024-01-29T15:41:16.000,1098012,1926026,41.953783081,-87.915105451,"{'latitude': '41.953783081', 'longitude': '-87.915105451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,15610,,,,,,,
13344624,JH123692,2024-01-21T22:46:00.000,041XX W GRACE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,1732,017,30,16,26,2024,2024-01-29T15:41:16.000,1148469,1924951,41.950007673,-87.729644579,"{'latitude': '41.950007673', 'longitude': '-87.729644579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,16,295,50,21,1,20,30
13344433,JH123391,2024-01-21T22:45:00.000,015XX E 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0314,003,5,42,08B,2024,2024-01-29T15:41:16.000,1187395,1864694,41.783818566,-87.588480364,"{'latitude': '41.783818566', 'longitude': '-87.588480364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,9,469,33,60,18,273,3
13344614,JH123636,2024-01-21T22:45:00.000,033XX W DOUGLAS BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1021,010,24,29,08A,2024,2024-01-29T15:41:16.000,1154157,1893254,41.862916408,-87.709583233,"{'latitude': '41.862916408', 'longitude': '-87.709583233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,153,24
13344450,JH123366,2024-01-21T22:36:00.000,080XX S PEORIA ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,0621,006,17,71,08B,2024,2024-01-29T15:41:16.000,1171706,1851481,41.747919022,-87.646388505,"{'latitude': '41.747919022', 'longitude': '-87.646388505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,487,13,59,20,229,17
13344649,JH123697,2024-01-21T22:30:00.000,043XX W 21ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1012,010,24,29,14,2024,2024-01-29T15:41:16.000,1147716,1889400,41.852466528,-87.733326549,"{'latitude': '41.852466528', 'longitude': '-87.733326549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,753,14,57,21,109,24
13344464,JH123400,2024-01-21T22:30:00.000,021XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,True,True,0131,001,3,33,08B,2024,2024-01-29T15:41:16.000,1176651,1890108,41.853805427,-87.627105604,"{'latitude': '41.853805427', 'longitude': '-87.627105604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21194,34,330,9,40,22,94,8
13344577,JH123582,2024-01-21T22:30:00.000,081XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0613,006,17,71,14,2024,2024-01-29T15:41:16.000,1170733,1850757,41.74595353,-87.649974952,"{'latitude': '41.74595353', 'longitude': '-87.649974952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,487,13,59,20,233,17
13344463,JH123383,2024-01-21T22:28:00.000,009XX E 75TH ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,0323,003,6,69,08B,2024,2024-01-29T15:41:16.000,1183963,1855484,41.758626359,-87.601350551,"{'latitude': '41.758626359', 'longitude': '-87.601350551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,67,121,35,61,18,223,4
13344434,JH123370,2024-01-21T22:25:00.000,056XX S ARTESIAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),True,False,0824,008,15,63,26,2024,2024-01-29T15:41:16.000,1160994,1867070,41.790925443,-87.685210383,"{'latitude': '41.790925443', 'longitude': '-87.685210383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,112,3,58,13,269,15
13344422,JH123352,2024-01-21T22:21:00.000,034XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1732,017,35,21,06,2024,2024-01-29T15:41:16.000,1152928,1921067,41.939262335,-87.71335694,"{'latitude': '41.939262335', 'longitude': '-87.71335694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,21538,22,216,12,39,7,168,35
13344511,JH123365,2024-01-21T22:21:00.000,002XX S LOTUS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1522,015,29,25,08A,2024,2024-01-29T15:41:16.000,1139921,1898365,41.877213611,-87.761717828,"{'latitude': '41.877213611', 'longitude': '-87.761717828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,68,7,32,25,97,29
13344466,JH123396,2024-01-21T22:20:00.000,055XX W OHIO ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,ALLEY,False,False,1523,015,37,25,03,2024,2024-01-30T15:40:48.000,1139254,1903423,41.891105575,-87.764043699,"{'latitude': '41.891105575', 'longitude': '-87.764043699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22216,26,673,45,32,25,67,37
13344665,JH123571,2024-01-21T22:15:00.000,012XX W PRATT BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False,2432,024,49,1,08B,2024,2024-01-29T15:41:16.000,1166638,1945316,42.005519258,-87.662270909,"{'latitude': '42.005519258', 'longitude': '-87.662270909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,47,5,9,11,41,49
13344413,JH123350,2024-01-21T22:09:00.000,028XX W JEROME ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,2411,024,50,2,04A,2024,2024-01-29T15:41:16.000,1156140,1949928,42.018394044,-87.700768602,"{'latitude': '42.018394044', 'longitude': '-87.700768602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,359,27,12,11,35,50
13344384,JH123345,2024-01-21T22:09:00.000,002XX E 79TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0623,006,6,44,26,2024,2024-01-29T15:41:16.000,1179093,1852680,41.751044193,-87.619283884,"{'latitude': '41.751044193', 'longitude': '-87.619283884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,475,32,61,20,228,4
13344399,JH123348,2024-01-21T22:05:00.000,038XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,False,0911,009,12,58,08A,2024,2024-01-29T15:41:16.000,1155672,1878751,41.823088127,-87.704411659,"{'latitude': '41.823088127', 'longitude': '-87.704411659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,22248,55,612,1,56,23,96,12
13344382,JH123339,2024-01-21T22:02:00.000,022XX E 83RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0414,004,8,46,15,2024,2024-01-29T15:41:16.000,1192459,1850375,41.744404242,-87.570379881,"{'latitude': '41.744404242', 'longitude': '-87.570379881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,42,507,37,25,19,240,5
13345485,JH123824,2024-01-21T22:00:00.000,006XX N AUSTIN BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,True,1511,015,29,25,08B,2024,2024-01-29T15:41:16.000,1136255,1903839,41.892301205,-87.7750478,"{'latitude': '41.892301205', 'longitude': '-87.7750478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,672,7,32,25,70,29
13344697,JH123679,2024-01-21T22:00:00.000,015XX W OHIO ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1215,012,1,24,05,2024,2024-01-29T15:41:16.000,1165933,1904104,41.892446769,-87.66604512,"{'latitude': '41.892446769', 'longitude': '-87.66604512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22620,25,485,41,49,15,78,1
13348845,JH128804,2024-01-21T22:00:00.000,081XX S SPAULDING AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False,0834,008,18,70,17,2024,2024-01-29T15:41:16.000,1155798,1850474,41.745489377,-87.704707836,"{'latitude': '41.745489377', 'longitude': '-87.704707836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,199,30,8,13,232,18
13344393,JH123332,2024-01-21T22:00:00.000,056XX N SHERIDAN RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2022,020,48,77,15,2024,2024-01-29T15:41:16.000,1168613,1937771,41.984772933,-87.655224575,"{'latitude': '41.984772933', 'longitude': '-87.655224575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,4451,76,14,16,14,2,42,48
13344742,JH123441,2024-01-21T22:00:00.000,020XX W BIRCHWOOD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,2424,024,49,1,08B,2024,2024-01-29T15:41:16.000,1161174,1949801,42.017941972,-87.682247898,"{'latitude': '42.017941972', 'longitude': '-87.682247898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,22528,10,52,5,12,11,33,49
13348762,JH125047,2024-01-21T21:57:00.000,018XX W LUNT AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,2424,024,49,1,11,2024,2024-01-29T15:41:16.000,1162729,1946532,42.008939166,-87.676618101,"{'latitude': '42.008939166', 'longitude': '-87.676618101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,44,5,9,11,33,49
13345429,JH123371,2024-01-21T21:56:00.000,008XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0621,006,17,71,08B,2024,2024-01-29T15:41:16.000,1171859,1853792,41.754257352,-87.645760192,"{'latitude': '41.754257352', 'longitude': '-87.645760192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,572,31,59,20,229,17
13344415,JH123335,2024-01-21T21:56:00.000,006XX S FRANCISCO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1135,011,28,27,04B,2024,2024-01-29T15:41:16.000,1157135,1897131,41.873495402,-87.698546017,"{'latitude': '41.873495402', 'longitude': '-87.698546017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,28,714,23,28,16,146,28
13344414,JH123376,2024-01-21T21:54:00.000,022XX N LOWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False,2522,025,35,20,14,2024,2024-01-29T15:41:16.000,1147016,1914571,41.921551986,-87.735251886,"{'latitude': '41.921551986', 'longitude': '-87.735251886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,21,75,12,2,6,188,35
13344427,JH123353,2024-01-21T21:50:00.000,025XX N MILWAUKEE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1414,014,35,22,08A,2024,2024-01-29T15:41:16.000,1155369,1916723,41.927293281,-87.704502658,"{'latitude': '41.927293281', 'longitude': '-87.704502658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,549,40,1,7,182,1
